country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($) ;gdp_per_capita ($);generation
Japan;1995;female;5-14 years;23;6792300;0.34;Japan1995;0.838;5,449,116,304,981;46043;Millenials
Japan;1996;male;75+ years;1339;2633000;50.85;Japan1996;;4,833,712,542,207;40693;G.I. Generation
Japan;1996;male;55-74 years;4870;12820000;37.99;Japan1996;;4,833,712,542,207;40693;Silent
Japan;1996;female;75+ years;1614;4812000;33.54;Japan1996;;4,833,712,542,207;40693;G.I. Generation
Japan;1996;male;35-54 years;5725;17896000;31.99;Japan1996;;4,833,712,542,207;40693;Boomers
Japan;1996;male;25-34 years;1690;8610000;19.63;Japan1996;;4,833,712,542,207;40693;Generation X
Japan;1996;female;55-74 years;2513;14347000;17.52;Japan1996;;4,833,712,542,207;40693;Silent
Japan;1996;male;15-24 years;1036;9147000;ноя.33;Japan1996;;4,833,712,542,207;40693;Generation X
Japan;1996;female;35-54 years;1944;17810000;окт.92;Japan1996;;4,833,712,542,207;40693;Boomers
Japan;1996;female;25-34 years;698;8370000;авг.34;Japan1996;;4,833,712,542,207;40693;Generation X
Japan;1996;female;15-24 years;474;8725000;май.43;Japan1996;;4,833,712,542,207;40693;Generation X
Japan;1996;male;5-14 years;41;6972000;0.59;Japan1996;;4,833,712,542,207;40693;Millenials
Japan;1996;female;5-14 years;23;6643000;0.35;Japan1996;;4,833,712,542,207;40693;Millenials
Japan;1997;male;75+ years;1429;2717000;52.59;Japan1997;;4,414,732,843,544;37080;G.I. Generation
Japan;1997;male;55-74 years;5435;13212000;41.14;Japan1997;;4,414,732,843,544;37080;Silent
Japan;1997;male;35-54 years;5984;17698000;33.81;Japan1997;;4,414,732,843,544;37080;Boomers
Japan;1997;female;75+ years;1674;5041000;33.21;Japan1997;;4,414,732,843,544;37080;G.I. Generation
Japan;1997;male;25-34 years;1813;8830000;20.53;Japan1997;;4,414,732,843,544;37080;Generation X
Japan;1997;female;55-74 years;2570;14670000;17.52;Japan1997;;4,414,732,843,544;37080;Silent
Japan;1997;female;35-54 years;2045;17605000;ноя.62;Japan1997;;4,414,732,843,544;37080;Boomers
Japan;1997;male;15-24 years;1011;8911000;ноя.35;Japan1997;;4,414,732,843,544;37080;Generation X
Japan;1997;female;25-34 years;798;8575000;сен.31;Japan1997;;4,414,732,843,544;37080;Generation X
Japan;1997;female;15-24 years;468;8489000;май.51;Japan1997;;4,414,732,843,544;37080;Generation X
Japan;1997;male;5-14 years;34;6818000;0.5;Japan1997;;4,414,732,843,544;37080;Millenials
Japan;1997;female;5-14 years;19;6494000;0.29;Japan1997;;4,414,732,843,544;37080;Millenials
Japan;1998;male;75+ years;1732;2823000;61.35;Japan1998;;4,032,509,760,873;33791;G.I. Generation
Japan;1998;male;55-74 years;7981;13546000;58.92;Japan1998;;4,032,509,760,873;33791;Silent
Japan;1998;male;35-54 years;8384;17557000;47.75;Japan1998;;4,032,509,760,873;33791;Boomers
Japan;1998;female;75+ years;2013;5285000;38.09;Japan1998;;4,032,509,760,873;33791;G.I. Generation
Japan;1998;male;25-34 years;2462;9051000;27.фев;Japan1998;;4,032,509,760,873;33791;Generation X
Japan;1998;female;55-74 years;3292;14950000;22.фев;Japan1998;;4,032,509,760,873;33791;Silent
Japan;1998;male;15-24 years;1453;8649000;16.авг;Japan1998;;4,032,509,760,873;33791;Generation X
Japan;1998;female;35-54 years;2385;17467000;13.65;Japan1998;;4,032,509,760,873;33791;Boomers
Japan;1998;female;25-34 years;1050;8787000;ноя.95;Japan1998;;4,032,509,760,873;33791;Generation X
Japan;1998;female;15-24 years;612;8231000;июл.44;Japan1998;;4,032,509,760,873;33791;Generation X
Japan;1998;male;5-14 years;66;6655000;0.99;Japan1998;;4,032,509,760,873;33791;Millenials
Japan;1998;female;5-14 years;28;6337000;0.44;Japan1998;;4,032,509,760,873;33791;Millenials
Japan;1999;male;75+ years;1794;2954000;60.73;Japan1999;;4,562,078,822,335;38164;G.I. Generation
Japan;1999;male;55-74 years;7971;13851000;57.55;Japan1999;;4,562,078,822,335;38164;Silent
Japan;1999;male;35-54 years;8340;17403000;47.92;Japan1999;;4,562,078,822,335;38164;Boomers
Japan;1999;female;75+ years;1881;5516000;34.1;Japan1999;;4,562,078,822,335;38164;G.I. Generation
Japan;1999;male;25-34 years;2595;9242000;28.авг;Japan1999;;4,562,078,822,335;38164;Generation X
Japan;1999;female;55-74 years;3146;15244000;20.64;Japan1999;;4,562,078,822,335;38164;Silent
Japan;1999;male;15-24 years;1385;8383000;16.52;Japan1999;;4,562,078,822,335;38164;Generation X
Japan;1999;female;35-54 years;2313;17316000;13.36;Japan1999;;4,562,078,822,335;38164;Boomers
Japan;1999;female;25-34 years;1036;8959000;ноя.56;Japan1999;;4,562,078,822,335;38164;Generation X
Japan;1999;female;15-24 years;581;7974000;июл.29;Japan1999;;4,562,078,822,335;38164;Generation X
Japan;1999;male;5-14 years;44;6505000;0.68;Japan1999;;4,562,078,822,335;38164;Millenials
Japan;1999;female;5-14 years;29;6193000;0.47;Japan1999;;4,562,078,822,335;38164;Millenials
Japan;2000;male;55-74 years;7988;14034032;56.92;Japan2000;0.857;4,887,519,660,745;40813;Silent
Japan;2000;male;75+ years;1619;3187143;50.8;Japan2000;0.857;4,887,519,660,745;40813;G.I. Generation
Japan;2000;male;35-54 years;8023;17540437;45.74;Japan2000;0.857;4,887,519,660,745;40813;Boomers
Japan;2000;female;75+ years;1796;5792695;31;Japan2000;0.857;4,887,519,660,745;40813;G.I. Generation
Japan;2000;male;25-34 years;2454;9260089;26.май;Japan2000;0.857;4,887,519,660,745;40813;Generation X
Japan;2000;female;55-74 years;3032;15357610;19.74;Japan2000;0.857;4,887,519,660,745;40813;Silent
Japan;2000;male;15-24 years;1273;8063415;15.79;Japan2000;0.857;4,887,519,660,745;40813;Generation X
Japan;2000;female;35-54 years;2172;17380248;12.май;Japan2000;0.857;4,887,519,660,745;40813;Boomers
Japan;2000;female;25-34 years;1027;8975013;ноя.44;Japan2000;0.857;4,887,519,660,745;40813;Generation X
Japan;2000;female;15-24 years;531;7669997;июн.92;Japan2000;0.857;4,887,519,660,745;40813;Generation X
Japan;2000;male;5-14 years;58;6401260;0.91;Japan2000;0.857;4,887,519,660,745;40813;Millenials
Japan;2000;female;5-14 years;16;6090721;0.26;Japan2000;0.857;4,887,519,660,745;40813;Millenials
Japan;2001;male;55-74 years;7690;14064000;54.68;Japan2001;;4,303,544,259,843;35843;Silent
Japan;2001;male;75+ years;1692;3404000;49.71;Japan2001;;4,303,544,259,843;35843;Silent
Japan;2001;male;35-54 years;7913;17516000;45.18;Japan2001;;4,303,544,259,843;35843;Boomers
Japan;2001;female;75+ years;1689;6095000;27.71;Japan2001;;4,303,544,259,843;35843;Silent
Japan;2001;male;25-34 years;2388;9466000;25.23;Japan2001;;4,303,544,259,843;35843;Generation X
Japan;2001;female;55-74 years;2870;15379000;18.66;Japan2001;;4,303,544,259,843;35843;Silent
Japan;2001;male;15-24 years;1146;7856000;14.59;Japan2001;;4,303,544,259,843;35843;Millenials
Japan;2001;female;35-54 years;2148;17363000;дек.37;Japan2001;;4,303,544,259,843;35843;Boomers
Japan;2001;female;25-34 years;1013;9178000;11.апр;Japan2001;;4,303,544,259,843;35843;Generation X
Japan;2001;female;15-24 years;522;7460000;7;Japan2001;;4,303,544,259,843;35843;Millenials
Japan;2001;male;5-14 years;39;6295000;0.62;Japan2001;;4,303,544,259,843;35843;Millenials
Japan;2001;female;5-14 years;22;5990000;0.37;Japan2001;;4,303,544,259,843;35843;Millenials
Japan;2002;male;55-74 years;7956;14446000;55.07;Japan2002;;4,115,116,279,070;34239;Silent
Japan;2002;male;35-54 years;8202;17249000;47.55;Japan2002;;4,115,116,279,070;34239;Boomers
Japan;2002;male;75+ years;1709;3621000;47.2;Japan2002;;4,115,116,279,070;34239;Silent
Japan;2002;female;75+ years;1664;6387000;26.май;Japan2002;;4,115,116,279,070;34239;Silent
Japan;2002;male;25-34 years;2444;9406000;25.98;Japan2002;;4,115,116,279,070;34239;Generation X
Japan;2002;female;55-74 years;2919;15754000;18.53;Japan2002;;4,115,116,279,070;34239;Silent
Japan;2002;male;15-24 years;1131;7671000;14.74;Japan2002;;4,115,116,279,070;34239;Millenials
Japan;2002;female;35-54 years;2187;17125000;дек.77;Japan2002;;4,115,116,279,070;34239;Boomers
Japan;2002;female;25-34 years;1005;9124000;11.янв;Japan2002;;4,115,116,279,070;34239;Generation X
Japan;2002;female;15-24 years;461;7274000;июн.34;Japan2002;;4,115,116,279,070;34239;Millenials
Japan;2002;male;5-14 years;25;6215000;0.4;Japan2002;;4,115,116,279,070;34239;Millenials
Japan;2002;female;5-14 years;12;5917000;0.2;Japan2002;;4,115,116,279,070;34239;Millenials
Japan;2003;male;55-74 years;8409;14889000;56.48;Japan2003;;4,445,658,071,222;36926;Silent
Japan;2003;male;35-54 years;8948;16966000;52.74;Japan2003;;4,445,658,071,222;36926;Boomers
Japan;2003;male;75+ years;1733;3835000;45.19;Japan2003;;4,445,658,071,222;36926;Silent
Japan;2003;male;25-34 years;2910;9349000;31.13;Japan2003;;4,445,658,071,222;36926;Generation X
Japan;2003;female;75+ years;1643;6676000;24.61;Japan2003;;4,445,658,071,222;36926;Silent
Japan;2003;female;55-74 years;3100;16200000;19.14;Japan2003;;4,445,658,071,222;36926;Silent
Japan;2003;male;15-24 years;1158;7483000;15.48;Japan2003;;4,445,658,071,222;36926;Millenials
Japan;2003;female;35-54 years;2227;16840000;13.22;Japan2003;;4,445,658,071,222;36926;Boomers
Japan;2003;female;25-34 years;1132;9059000;12.май;Japan2003;;4,445,658,071,222;36926;Generation X
Japan;2003;female;15-24 years;556;7089000;июл.84;Japan2003;;4,445,658,071,222;36926;Millenials
Japan;2003;female;5-14 years;33;5858000;0.56;Japan2003;;4,445,658,071,222;36926;Millenials
Japan;2003;male;5-14 years;32;6151000;0.52;Japan2003;;4,445,658,071,222;36926;Millenials
Japan;2004;male;55-74 years;7895;15316000;51.55;Japan2004;;4,815,148,854,362;39960;Silent
Japan;2004;male;35-54 years;8056;16685000;48.28;Japan2004;;4,815,148,854,362;39960;Boomers
Japan;2004;male;75+ years;1876;4056000;46.25;Japan2004;;4,815,148,854,362;39960;Silent
Japan;2004;male;25-34 years;2677;9241000;28.97;Japan2004;;4,815,148,854,362;39960;Generation X
Japan;2004;female;75+ years;1595;6977000;22.86;Japan2004;;4,815,148,854,362;39960;Silent
Japan;2004;female;55-74 years;2941;16631000;17.68;Japan2004;;4,815,148,854,362;39960;Silent
Japan;2004;male;15-24 years;1233;7289000;16.92;Japan2004;;4,815,148,854,362;39960;Millenials
Japan;2004;female;35-54 years;2045;16564000;дек.35;Japan2004;;4,815,148,854,362;39960;Boomers
Japan;2004;female;25-34 years;1088;8932000;дек.18;Japan2004;;4,815,148,854,362;39960;Generation X
Japan;2004;female;15-24 years;579;6905000;авг.39;Japan2004;;4,815,148,854,362;39960;Millenials
Japan;2004;male;5-14 years;27;6097000;0.44;Japan2004;;4,815,148,854,362;39960;Millenials
Japan;2004;female;5-14 years;22;5807000;0.38;Japan2004;;4,815,148,854,362;39960;Millenials
Japan;2005;male;55-74 years;8005;15797130;50.67;Japan2005;0.874;4,755,410,630,912;39412;Silent
Japan;2005;male;35-54 years;8073;16566953;48.73;Japan2005;0.874;4,755,410,630,912;39412;Boomers
Japan;2005;male;75+ years;1858;4288706;43.32;Japan2005;0.874;4,755,410,630,912;39412;Silent
Japan;2005;male;25-34 years;2862;8984855;31.85;Japan2005;0.874;4,755,410,630,912;39412;Generation X
Japan;2005;female;75+ years;1600;7307828;21.89;Japan2005;0.874;4,755,410,630,912;39412;Silent
Japan;2005;male;15-24 years;1243;7043709;17.65;Japan2005;0.874;4,755,410,630,912;39412;Millenials
Japan;2005;female;55-74 years;2786;17011318;16.38;Japan2005;0.874;4,755,410,630,912;39412;Silent
Japan;2005;female;25-34 years;1140;8705334;13.янв;Japan2005;0.874;4,755,410,630,912;39412;Generation X
Japan;2005;female;35-54 years;2114;16388567;12.сен;Japan2005;0.874;4,755,410,630,912;39412;Boomers
Japan;2005;female;15-24 years;643;6672938;сен.64;Japan2005;0.874;4,755,410,630,912;39412;Millenials
Japan;2005;male;5-14 years;29;6095375;0.48;Japan2005;0.874;4,755,410,630,912;39412;Millenials
Japan;2005;female;5-14 years;16;5794794;0.28;Japan2005;0.874;4,755,410,630,912;39412;Millenials
Japan;2006;male;55-74 years;7921;16002000;49.5;Japan2006;;4,530,377,224,970;37534;Silent
Japan;2006;male;35-54 years;7436;16519000;45.01;Japan2006;;4,530,377,224,970;37534;Boomers
Japan;2006;male;75+ years;1945;4512000;43.11;Japan2006;;4,530,377,224,970;37534;Silent
Japan;2006;male;25-34 years;2667;8758000;30.45;Japan2006;;4,530,377,224,970;37534;Generation X
Japan;2006;female;75+ years;1639;7608000;21.54;Japan2006;;4,530,377,224,970;37534;Silent
Japan;2006;male;15-24 years;1257;6916000;18.18;Japan2006;;4,530,377,224,970;37534;Millenials
Japan;2006;female;55-74 years;2866;17213000;16.65;Japan2006;;4,530,377,224,970;37534;Silent
Japan;2006;female;35-54 years;2193;16320000;13.44;Japan2006;;4,530,377,224,970;37534;Boomers
Japan;2006;female;25-34 years;1133;8473000;13.37;Japan2006;;4,530,377,224,970;37534;Generation X
Japan;2006;female;15-24 years;635;6548000;09.июл;Japan2006;;4,530,377,224,970;37534;Millenials
Japan;2006;male;5-14 years;57;6066000;0.94;Japan2006;;4,530,377,224,970;37534;Millenials
Japan;2006;female;5-14 years;20;5767000;0.35;Japan2006;;4,530,377,224,970;37534;Millenials
Japan;2007;male;55-74 years;8184;16130000;50.74;Japan2007;;4,515,264,514,431;37408;Silent
Japan;2007;male;75+ years;2205;4744000;46.48;Japan2007;;4,515,264,514,431;37408;Silent
Japan;2007;male;35-54 years;7599;16557000;45.9;Japan2007;;4,515,264,514,431;37408;Boomers
Japan;2007;male;25-34 years;2596;8501000;30.54;Japan2007;;4,515,264,514,431;37408;Generation X
Japan;2007;female;75+ years;1691;7913000;21.37;Japan2007;;4,515,264,514,431;37408;Silent
Japan;2007;male;15-24 years;1252;6795000;18.43;Japan2007;;4,515,264,514,431;37408;Millenials
Japan;2007;female;55-74 years;3108;17338000;17.93;Japan2007;;4,515,264,514,431;37408;Silent
Japan;2007;female;35-54 years;2303;16325000;14.ноя;Japan2007;;4,515,264,514,431;37408;Boomers
Japan;2007;female;25-34 years;1084;8212000;13.фев;Japan2007;;4,515,264,514,431;37408;Generation X
Japan;2007;female;15-24 years;596;6430000;сен.27;Japan2007;;4,515,264,514,431;37408;Millenials
Japan;2007;male;5-14 years;31;6027000;0.51;Japan2007;;4,515,264,514,431;37408;Generation Z
Japan;2007;female;5-14 years;16;5732000;0.28;Japan2007;;4,515,264,514,431;37408;Generation Z
Japan;2008;male;55-74 years;7894;16197000;48.74;Japan2008;;5,037,908,465,114;41773;Silent
Japan;2008;male;35-54 years;7344;16657000;44.09;Japan2008;;5,037,908,465,114;41773;Boomers
Japan;2008;male;75+ years;2132;4965000;42.94;Japan2008;;5,037,908,465,114;41773;Silent
Japan;2008;male;25-34 years;2651;8234000;32.2;Japan2008;;5,037,908,465,114;41773;Generation X
Japan;2008;female;75+ years;1673;8207000;20.39;Japan2008;;5,037,908,465,114;41773;Silent
Japan;2008;male;15-24 years;1343;6650000;20.фев;Japan2008;;5,037,908,465,114;41773;Millenials
Japan;2008;female;55-74 years;2885;17395000;16.59;Japan2008;;5,037,908,465,114;41773;Silent
Japan;2008;female;25-34 years;1203;7933000;15.16;Japan2008;;5,037,908,465,114;41773;Generation X
Japan;2008;female;35-54 years;2237;16400000;13.64;Japan2008;;5,037,908,465,114;41773;Boomers
Japan;2008;female;15-24 years;652;6293000;окт.36;Japan2008;;5,037,908,465,114;41773;Millenials
Japan;2008;male;5-14 years;41;5982000;0.69;Japan2008;;5,037,908,465,114;41773;Generation Z
Japan;2008;female;5-14 years;18;5689000;0.32;Japan2008;;5,037,908,465,114;41773;Generation Z
Japan;2009;male;55-74 years;7983;16224000;49.2;Japan2009;;5,231,382,674,594;43415;Silent
Japan;2009;male;35-54 years;7799;16796000;46.43;Japan2009;;5,231,382,674,594;43415;Boomers
Japan;2009;male;75+ years;2216;5174000;42.83;Japan2009;;5,231,382,674,594;43415;Silent
Japan;2009;male;25-34 years;2657;7987000;33.27;Japan2009;;5,231,382,674,594;43415;Generation X
Japan;2009;male;15-24 years;1326;6514000;20.36;Japan2009;;5,231,382,674,594;43415;Millenials
Japan;2009;female;75+ years;1649;8488000;19.43;Japan2009;;5,231,382,674,594;43415;Silent
Japan;2009;female;55-74 years;2820;17413000;16.19;Japan2009;;5,231,382,674,594;43415;Silent
Japan;2009;female;25-34 years;1085;7679000;14.13;Japan2009;;5,231,382,674,594;43415;Generation X
Japan;2009;female;35-54 years;2328;16517000;14.сен;Japan2009;;5,231,382,674,594;43415;Boomers
Japan;2009;female;15-24 years;605;6163000;сен.82;Japan2009;;5,231,382,674,594;43415;Millenials
Japan;2009;male;5-14 years;34;5914000;0.57;Japan2009;;5,231,382,674,594;43415;Generation Z
Japan;2009;female;5-14 years;21;5627000;0.37;Japan2009;;5,231,382,674,594;43415;Generation Z
Japan;2010;male;55-74 years;7466;16402437;45.52;Japan2010;0.884;5,700,098,114,744;47059;Silent
Japan;2010;male;35-54 years;7351;17131261;42.91;Japan2010;0.884;5,700,098,114,744;47059;Generation X
Japan;2010;male;75+ years;2188;5345432;40.93;Japan2010;0.884;5,700,098,114,744;47059;Silent
Japan;2010;male;25-34 years;2543;7822984;32.51;Japan2010;0.884;5,700,098,114,744;47059;Generation X
Japan;2010;male;15-24 years;1315;6324856;20.79;Japan2010;0.884;5,700,098,114,744;47059;Millenials
Japan;2010;female;75+ years;1686;8804107;19.15;Japan2010;0.884;5,700,098,114,744;47059;Silent
Japan;2010;female;55-74 years;2879;17525806;16.43;Japan2010;0.884;5,700,098,114,744;47059;Silent
Japan;2010;female;35-54 years;2404;16781836;14.33;Japan2010;0.884;5,700,098,114,744;47059;Generation X
Japan;2010;female;25-34 years;1008;7545642;13.36;Japan2010;0.884;5,700,098,114,744;47059;Generation X
Japan;2010;female;15-24 years;508;6008624;авг.45;Japan2010;0.884;5,700,098,114,744;47059;Millenials
Japan;2010;male;5-14 years;42;5855595;0.72;Japan2010;0.884;5,700,098,114,744;47059;Generation Z
Japan;2010;female;5-14 years;21;5578687;0.38;Japan2010;0.884;5,700,098,114,744;47059;Generation Z
Japan;2011;male;55-74 years;6858;16343000;41.96;Japan2011;0.886;6,157,459,594,824;50919;Boomers
Japan;2011;male;35-54 years;6975;17224000;40.5;Japan2011;0.886;6,157,459,594,824;50919;Generation X
Japan;2011;male;75+ years;2188;5570000;39.28;Japan2011;0.886;6,157,459,594,824;50919;Silent
Japan;2011;male;25-34 years;2404;7588000;31.68;Japan2011;0.886;6,157,459,594,824;50919;Millenials
Japan;2011;male;15-24 years;1304;6246000;20.88;Japan2011;0.886;6,157,459,594,824;50919;Millenials
Japan;2011;female;75+ years;1754;9092000;19.29;Japan2011;0.886;6,157,459,594,824;50919;Silent
Japan;2011;female;55-74 years;2883;17447000;16.52;Japan2011;0.886;6,157,459,594,824;50919;Boomers
Japan;2011;female;35-54 years;2598;16861000;15.41;Japan2011;0.886;6,157,459,594,824;50919;Generation X
Japan;2011;female;25-34 years;1112;7314000;15.фев;Japan2011;0.886;6,157,459,594,824;50919;Millenials
Japan;2011;female;15-24 years;616;5931000;окт.39;Japan2011;0.886;6,157,459,594,824;50919;Millenials
Japan;2011;male;5-14 years;52;5792000;0.9;Japan2011;0.886;6,157,459,594,824;50919;Generation Z
Japan;2011;female;5-14 years;22;5519000;0.4;Japan2011;0.886;6,157,459,594,824;50919;Generation Z
Japan;2012;male;75+ years;2262;5783000;39.11;Japan2012;0.888;6,203,213,121,334;51379;Silent
Japan;2012;male;55-74 years;6134;16254000;37.74;Japan2012;0.888;6,203,213,121,334;51379;Boomers
Japan;2012;male;35-54 years;6413;17318000;37.03;Japan2012;0.888;6,203,213,121,334;51379;Generation X
Japan;2012;male;25-34 years;2244;7384000;30.39;Japan2012;0.888;6,203,213,121,334;51379;Millenials
Japan;2012;male;15-24 years;1294;6185000;20.92;Japan2012;0.888;6,203,213,121,334;51379;Millenials
Japan;2012;female;75+ years;1612;9362000;17.22;Japan2012;0.888;6,203,213,121,334;51379;Silent
Japan;2012;female;55-74 years;2636;17342000;15.фев;Japan2012;0.888;6,203,213,121,334;51379;Boomers
Japan;2012;female;35-54 years;2242;16937000;13.24;Japan2012;0.888;6,203,213,121,334;51379;Generation X
Japan;2012;female;25-34 years;931;7110000;13.сен;Japan2012;0.888;6,203,213,121,334;51379;Millenials
Japan;2012;female;15-24 years;495;5873000;авг.43;Japan2012;0.888;6,203,213,121,334;51379;Millenials
Japan;2012;male;5-14 years;55;5729000;0.96;Japan2012;0.888;6,203,213,121,334;51379;Generation Z
Japan;2012;female;5-14 years;20;5458000;0.37;Japan2012;0.888;6,203,213,121,334;51379;Generation Z
Japan;2013;male;75+ years;2362;5964000;39.6;Japan2013;0.89;5,155,717,056,271;42781;Silent
Japan;2013;male;35-54 years;6333;17367000;36.47;Japan2013;0.89;5,155,717,056,271;42781;Generation X
Japan;2013;male;55-74 years;5908;16202000;36.46;Japan2013;0.89;5,155,717,056,271;42781;Boomers
Japan;2013;male;25-34 years;2178;7186000;30.31;Japan2013;0.89;5,155,717,056,271;42781;Millenials
Japan;2013;male;15-24 years;1242;6143000;20.22;Japan2013;0.89;5,155,717,056,271;42781;Millenials
Japan;2013;female;75+ years;1713;9588000;17.87;Japan2013;0.89;5,155,717,056,271;42781;Silent
Japan;2013;female;55-74 years;2604;17279000;15.июл;Japan2013;0.89;5,155,717,056,271;42781;Boomers
Japan;2013;female;35-54 years;2242;16974000;13.21;Japan2013;0.89;5,155,717,056,271;42781;Generation X
Japan;2013;female;25-34 years;850;6913000;12.мар;Japan2013;0.89;5,155,717,056,271;42781;Millenials
Japan;2013;female;15-24 years;467;5834000;8;Japan2013;0.89;5,155,717,056,271;42781;Millenials
Japan;2013;male;5-14 years;58;5666000;01.фев;Japan2013;0.89;5,155,717,056,271;42781;Generation Z
Japan;2013;female;5-14 years;34;5398000;0.63;Japan2013;0.89;5,155,717,056,271;42781;Generation Z
Japan;2014;male;75+ years;2254;6104000;36.93;Japan2014;0.891;4,850,413,536,038;40328;Silent
Japan;2014;male;55-74 years;5477;16213000;33.78;Japan2014;0.891;4,850,413,536,038;40328;Boomers
Japan;2014;male;35-54 years;5710;17365000;32.88;Japan2014;0.891;4,850,413,536,038;40328;Generation X
Japan;2014;male;25-34 years;2131;7007000;30.41;Japan2014;0.891;4,850,413,536,038;40328;Millenials
Japan;2014;male;15-24 years;1180;6110000;19.31;Japan2014;0.891;4,850,413,536,038;40328;Millenials
Japan;2014;female;75+ years;1587;9761000;16.26;Japan2014;0.891;4,850,413,536,038;40328;Silent
Japan;2014;female;55-74 years;2512;17288000;14.53;Japan2014;0.891;4,850,413,536,038;40328;Boomers
Japan;2014;female;35-54 years;2158;16959000;дек.72;Japan2014;0.891;4,850,413,536,038;40328;Generation X
Japan;2014;female;25-34 years;814;6734000;12.сен;Japan2014;0.891;4,850,413,536,038;40328;Millenials
Japan;2014;female;15-24 years;432;5803000;июл.44;Japan2014;0.891;4,850,413,536,038;40328;Millenials
Japan;2014;male;5-14 years;68;5596000;янв.22;Japan2014;0.891;4,850,413,536,038;40328;Generation Z
Japan;2014;female;5-14 years;34;5334000;0.64;Japan2014;0.891;4,850,413,536,038;40328;Generation Z
Japan;2015;male;75+ years;2297;6289365;36.52;Japan2015;;4,394,977,752,878;36510;Silent
Japan;2015;male;55-74 years;5241;16239222;32.27;Japan2015;;4,394,977,752,878;36510;Boomers
Japan;2015;male;35-54 years;5507;17461022;31.54;Japan2015;;4,394,977,752,878;36510;Generation X
Japan;2015;male;25-34 years;1948;6862886;28.38;Japan2015;;4,394,977,752,878;36510;Millenials
Japan;2015;male;15-24 years;1091;6088330;17.92;Japan2015;;4,394,977,752,878;36510;Millenials
Japan;2015;female;75+ years;1509;9983066;15.дек;Japan2015;;4,394,977,752,878;36510;Silent
Japan;2015;female;55-74 years;2292;17232482;13.мар;Japan2015;;4,394,977,752,878;36510;Boomers
Japan;2015;female;35-54 years;2024;16991218;ноя.91;Japan2015;;4,394,977,752,878;36510;Generation X
Japan;2015;female;25-34 years;685;6614211;окт.36;Japan2015;;4,394,977,752,878;36510;Millenials
Japan;2015;female;15-24 years;408;5772938;07.июл;Japan2015;;4,394,977,752,878;36510;Millenials
Japan;2015;male;5-14 years;62;5553851;01.дек;Japan2015;;4,394,977,752,878;36510;Generation Z
Japan;2015;female;5-14 years;28;5287719;0.53;Japan2015;;4,394,977,752,878;36510;Generation Z
Kazakhstan;1990;male;75+ years;82;102200;80.23;Kazakhstan1990;0.69;26,932,728,899;1823;G.I. Generation
Kazakhstan;1990;male;35-54 years;925;1735100;53.31;Kazakhstan1990;0.69;26,932,728,899;1823;Silent
Kazakhstan;1990;male;55-74 years;356;706400;50.4;Kazakhstan1990;0.69;26,932,728,899;1823;G.I. Generation
Kazakhstan;1990;male;25-34 years;602;1455200;41.37;Kazakhstan1990;0.69;26,932,728,899;1823;Boomers
Kazakhstan;1990;female;75+ years;85;291100;29.2;Kazakhstan1990;0.69;26,932,728,899;1823;G.I. Generation
Kazakhstan;1990;male;15-24 years;375;1425100;26.31;Kazakhstan1990;0.69;26,932,728,899;1823;Generation X
Kazakhstan;1990;female;55-74 years;188;1060900;17.72;Kazakhstan1990;0.69;26,932,728,899;1823;G.I. Generation
Kazakhstan;1990;female;15-24 years;170;1338900;12.июл;Kazakhstan1990;0.69;26,932,728,899;1823;Generation X
Kazakhstan;1990;female;35-54 years;225;1845400;дек.19;Kazakhstan1990;0.69;26,932,728,899;1823;Silent
Kazakhstan;1990;female;25-34 years;104;1453700;июл.15;Kazakhstan1990;0.69;26,932,728,899;1823;Boomers
Kazakhstan;1990;male;5-14 years;53;1698000;03.дек;Kazakhstan1990;0.69;26,932,728,899;1823;Generation X
Kazakhstan;1990;female;5-14 years;7;1661900;0.42;Kazakhstan1990;0.69;26,932,728,899;1823;Generation X
Kazakhstan;1991;male;75+ years;74;101600;72.83;Kazakhstan1991;;24,881,135,586;1664;G.I. Generation
Kazakhstan;1991;male;35-54 years;866;1769600;48.94;Kazakhstan1991;;24,881,135,586;1664;Boomers
Kazakhstan;1991;male;55-74 years;354;741600;47.73;Kazakhstan1991;;24,881,135,586;1664;Silent
Kazakhstan;1991;male;25-34 years;621;1441200;43.09;Kazakhstan1991;;24,881,135,586;1664;Boomers
Kazakhstan;1991;female;75+ years;91;294600;30.89;Kazakhstan1991;;24,881,135,586;1664;G.I. Generation
Kazakhstan;1991;male;15-24 years;405;1438500;28.15;Kazakhstan1991;;24,881,135,586;1664;Generation X
Kazakhstan;1991;female;55-74 years;166;1093000;15.19;Kazakhstan1991;;24,881,135,586;1664;Silent
Kazakhstan;1991;female;15-24 years;139;1351900;окт.28;Kazakhstan1991;;24,881,135,586;1664;Generation X
Kazakhstan;1991;female;35-54 years;185;1877800;сен.85;Kazakhstan1991;;24,881,135,586;1664;Boomers
Kazakhstan;1991;female;25-34 years;104;1438900;июл.23;Kazakhstan1991;;24,881,135,586;1664;Boomers
Kazakhstan;1991;male;5-14 years;66;1721900;мар.83;Kazakhstan1991;;24,881,135,586;1664;Millenials
Kazakhstan;1991;female;5-14 years;11;1682200;0.65;Kazakhstan1991;;24,881,135,586;1664;Millenials
Kazakhstan;1992;male;75+ years;64;101800;62.87;Kazakhstan1992;;24,906,939,560;1644;G.I. Generation
